city,district,neighborhood,Fiyat,İlan Tarihi,İlan No,Marka,Seri,Model,Yıl,Yakıt,Vites,Araç Durumu,KM,Kasa Tipi,Motor Gücü,Motor Hacmi,Çekiş,Renk,Garanti,Ağır Hasar Kayıtlı,Plaka / Uyruk,Kimden,Takas
İstanbul,Bağcılar,Göztepe Mh.,639.500 TL,26 Ekim 2024,1146629905,Fiat,Egea,1.6 Multijet Lounge,2017,Dizel,Otomatik,İkinci El,166.000,Sedan,120 hp,1598 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Üsküdar,Burhaniye Mah.,215.000 TL,26 Ekim 2024,1207196687,Fiat,Albea,Sole 1.3 Multijet Active,2011,Dizel,Manuel,İkinci El,743.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Pendik,Kaynarca Mah.,498.500 TL,26 Ekim 2024,1207194891,Fiat,Linea,1.3 Multijet Pop,2014,Dizel,Manuel,İkinci El,108.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gümüş Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Altındağ,Yıldıztepe Mh.,692.500 TL,26 Ekim 2024,1207195122,Fiat,Egea,1.4 Fire Easy,2019,Benzin & LPG,Manuel,İkinci El,152.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Pendik,Sülüntepe Mh.,365.000 TL,26 Ekim 2024,1200146792,Fiat,Linea,1.3 Multijet Active,2008,Dizel,Manuel,İkinci El,157.800,Sedan,90 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İzmir,Gaziemir,Aktepe Mah.,1.119.000 TL,26 Ekim 2024,1193348151,Fiat,Egea,1.5 T4 Hibrit Limited,2023,Hybrid,Otomatik,İkinci El,15.000,Sedan,130 hp,1469 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Bağcılar,100. Yıl Mh.,635.000 TL,26 Ekim 2024,1200144428,Fiat,Egea,1.6 Multijet Easy,2018,Dizel,Otomatik,İkinci El,155.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Manisa,Salihli,Yeşilyurt Mh.,775.000 TL,26 Ekim 2024,1207195907,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,34.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Keçiören,Etlik Mah.,249.000 TL,26 Ekim 2024,1207195482,Fiat,Palio,1.4 EL,2002,Benzin & LPG,Manuel,İkinci El,234.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Balıkesir,Edremit,Cennetayağı Mh.,790.000 TL,26 Ekim 2024,1203557011,Fiat,Egea,1.4 Fire Easy Plus,2024,Benzin,Manuel,İkinci El,12.549,Sedan,51 - 75 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Konya,Karatay,Fevziçakmak Mh.,735.000 TL,26 Ekim 2024,1203554597,Fiat,Egea,1.6 Multijet Easy,2019,Dizel,Otomatik,İkinci El,121.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Sincan,Plevne Mah.,485.000 TL,26 Ekim 2024,1196861959,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,206.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Manisa,Şehzadeler,2. Anafartalar Mah.,810.000 TL,26 Ekim 2024,1207196424,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,72.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ataşehir,Ferhatpaşa Mh.,725.000 TL,26 Ekim 2024,1207190567,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,94.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Afyonkarahisar,Merkez,Dumlupınar Mh.,330.000 TL,26 Ekim 2024,1207176539,Fiat,Linea,1.3 Multijet Active,2011,Dizel,Manuel,İkinci El,214.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Maltepe,Aydınevler Mh.,835.000 TL,26 Ekim 2024,1207195492,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,40.142,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kırklareli,Merkez,Karakaş Mh.,375.000 TL,26 Ekim 2024,1207195462,Fiat,Linea,1.3 Multijet Active Plus,2011,Dizel,Manuel,İkinci El,279.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Antalya,Kepez,Güneş Mh.,655.000 TL,26 Ekim 2024,1207194701,Fiat,Egea,1.4 Fire Urban Plus,2020,Benzin & LPG,Manuel,İkinci El,89.000,Hatchback 5 kapı,95 hp,1368 cc,Önden Çekiş,Kırmızı,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Sincan,Plevne Mah.,485.000 TL,26 Ekim 2024,1196861959,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,206.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ataşehir,Ferhatpaşa Mh.,725.000 TL,26 Ekim 2024,1207190567,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,94.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Afyonkarahisar,Merkez,Dumlupınar Mh.,330.000 TL,26 Ekim 2024,1207176539,Fiat,Linea,1.3 Multijet Active,2011,Dizel,Manuel,İkinci El,214.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Maltepe,Aydınevler Mh.,835.000 TL,26 Ekim 2024,1207195492,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,40.142,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kırklareli,Merkez,Karakaş Mh.,375.000 TL,26 Ekim 2024,1207195462,Fiat,Linea,1.3 Multijet Active Plus,2011,Dizel,Manuel,İkinci El,279.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Antalya,Kepez,Güneş Mh.,655.000 TL,26 Ekim 2024,1207194701,Fiat,Egea,1.4 Fire Urban Plus,2020,Benzin & LPG,Manuel,İkinci El,89.000,Hatchback 5 kapı,95 hp,1368 cc,Önden Çekiş,Kırmızı,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Tokat,Merkez,Yeşilırmak Mh.,225.000 TL,26 Ekim 2024,1121190346,Fiat,Tipo,1.4 S,1998,Benzin & LPG,Manuel,İkinci El,11.111,Hatchback 5 kapı,70 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İzmir,Torbalı,Organize Sanayi Bölgesi,235.000 TL,26 Ekim 2024,1200164880,Fiat,Marea,2.0 HLX,1998,Benzin & LPG,Manuel,İkinci El,208.000,Sedan,147 hp,1998 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Malatya,Yeşilyurt,Hoca Ahmet Yesevi Mah.,440.000 TL,26 Ekim 2024,1207195345,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,305.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Eskişehir,İnönü,Çarşı Mh.,230.000 TL,26 Ekim 2024,1207193945,Fiat,Siena,1.6 HL,2000,Benzin & LPG,Manuel,İkinci El,258.000,Sedan,101 hp,1580 cc,Önden Çekiş,Kahverengi,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Bakırköy,Şenlikköy Mh.,545.000 TL,26 Ekim 2024,1203554824,Fiat,Egea,1.3 Multijet Easy,2017,Dizel,Manuel,İkinci El,205.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Sincan,Akşemsettin Mh.,787.000 TL,26 Ekim 2024,1199993690,Fiat,Egea,1.6 Multijet Easy,2020,Dizel,Otomatik,İkinci El,113.000,Sedan,120 hp,1598 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İzmir,Karşıyaka,Şemikler Mh.,730.000 TL,26 Ekim 2024,1207187840,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,13.000,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Sivas,Merkez,Yeşilyurt Mh.,165.000 TL,26 Ekim 2024,1207181843,Fiat,UNO,70 S,1999,Benzin & LPG,Manuel,İkinci El,193.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Giresun,Merkez,Teyyaredüzü Mh.,360.000 TL,26 Ekim 2024,1207192983,Fiat,Albea,1.3 Multijet EL,2004,Dizel,Manuel,İkinci El,230.000,Sedan,70 hp,1248 cc,Önden Çekiş,Bordo,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İzmir,Gaziemir,Irmak Mah.,420.000 TL,26 Ekim 2024,1194119149,Fiat,Linea,1.3 Multijet Easy,2015,Dizel,Manuel,İkinci El,263.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Sancaktepe,Abdurrahmangazi Mah.,368.900 TL,26 Ekim 2024,1180488160,Fiat,Punto,1.2 Pop,2012,Benzin & LPG,Manuel,İkinci El,216.000,Hatchback 5 kapı,69 hp,1242 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Sancaktepe,Osmangazi Mah.,832.000 TL,26 Ekim 2024,1172808691,Fiat,Egea,1.3 Multijet Easy Plus,2023,Dizel,Manuel,İkinci El,66.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Avcılar,Merkez Mah.,725.000 TL,26 Ekim 2024,1193912711,Fiat,Egea,1.4 Fire Urban,2022,Benzin,Manuel,İkinci El,52.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Sivas,Merkez,Gültepe Mh.,389.500 TL,26 Ekim 2024,1164658805,Fiat,Linea,1.3 Multijet Urban,2012,Dizel,Manuel,İkinci El,304.000,Sedan,95 hp,1248 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İzmir,Gaziemir,Irmak Mah.,420.000 TL,26 Ekim 2024,1194119149,Fiat,Linea,1.3 Multijet Easy,2015,Dizel,Manuel,İkinci El,263.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Sancaktepe,Abdurrahmangazi Mah.,368.900 TL,26 Ekim 2024,1180488160,Fiat,Punto,1.2 Pop,2012,Benzin & LPG,Manuel,İkinci El,216.000,Hatchback 5 kapı,69 hp,1242 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Sancaktepe,Osmangazi Mah.,832.000 TL,26 Ekim 2024,1172808691,Fiat,Egea,1.3 Multijet Easy Plus,2023,Dizel,Manuel,İkinci El,66.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Avcılar,Merkez Mah.,725.000 TL,26 Ekim 2024,1193912711,Fiat,Egea,1.4 Fire Urban,2022,Benzin,Manuel,İkinci El,52.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Sivas,Merkez,Gültepe Mh.,389.500 TL,26 Ekim 2024,1164658805,Fiat,Linea,1.3 Multijet Urban,2012,Dizel,Manuel,İkinci El,304.000,Sedan,95 hp,1248 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bursa,Osmangazi,Yunuseli Mah.,709.000 TL,26 Ekim 2024,1207191734,Fiat,Egea,1.4 Fire Easy Plus,2022,Benzin,Manuel,İkinci El,44.000,Sedan,95 hp,1368 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Tokat,Merkez,Yeniyurt Mah.,190.000 TL,26 Ekim 2024,1175790771,Fiat,UNO,70 SX,1997,Benzin & LPG,Manuel,İkinci El,250.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Şanlıurfa,Karaköprü,Mehmetçik Mh.,150.000 TL,26 Ekim 2024,1203552226,Fiat,Tempra,1.6 SX,1992,Benzin & LPG,Manuel,İkinci El,950.000,Sedan,86 hp,1581 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Çekmeköy,Taşdelen Mh.,310.000 TL,26 Ekim 2024,1207187440,Fiat,Albea,Sole 1.3 Multijet Dynamic,2009,Dizel,Manuel,İkinci El,353.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Pendik,Fatih Mah.,650.000 TL,26 Ekim 2024,1176002460,Fiat,Egea,1.4 Fire Easy Plus,2022,Benzin,Manuel,İkinci El,36.000,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Eskişehir,Tepebaşı,Şirintepe Mh.,145.000 TL,26 Ekim 2024,1207188814,Fiat,Tempra,1.6 SX A,1992,Benzin & LPG,Manuel,İkinci El,160.000,Sedan,76 - 100 HP,1301 - 1600 cm3,Önden Çekiş,Bordo,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Tokat,Merkez,Esentepe Mah.,192.500 TL,26 Ekim 2024,1207190675,Fiat,UNO,70 S,1998,Benzin & LPG,Manuel,İkinci El,280.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Afyonkarahisar,Dinar,Dörtyol Mh.,370.000 TL,26 Ekim 2024,1203535836,Fiat,Brava,1.6 ELX,2001,Benzin,Manuel,İkinci El,215.000,Hatchback 5 kapı,103 hp,1581 cc,Önden Çekiş,Kırmızı,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Mersin,Toroslar,Korukent Mah.,785.000 TL,26 Ekim 2024,1203548953,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,82.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Zeytinburnu,Merkezefendi Mah.,450.000 TL,26 Ekim 2024,1203552710,Fiat,Panda,1.2 Pop,2013,Benzin,Manuel,İkinci El,110.000,Hatchback 5 kapı,69 hp,1242 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Konya,Karatay,Karakulak Mah.,185.000 TL,26 Ekim 2024,1207184932,Fiat,Tempra,1.6 SX A,1993,Benzin & LPG,Manuel,İkinci El,300.000,Sedan,90 hp,1581 cc,Önden Çekiş,Turkuaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Gaziosmanpaşa,Barbaros Hayrettinpaşa Mh.,709.000 TL,26 Ekim 2024,1200057846,Fiat,Egea,1.6 Multijet Easy Plus,2018,Dizel,Otomatik,İkinci El,133.000,Sedan,101 - 125 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Çorum,Merkez,Mimar Sinan Mah.,640.000 TL,26 Ekim 2024,1193747151,Fiat,Egea,1.4 Fire Easy,2021,Benzin & LPG,Manuel,İkinci El,145.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Bolu,Mengen,Köprübaşı Köyü,685.000 TL,26 Ekim 2024,1207190096,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,188.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Gaziantep,Şehitkamil,Karacaahmet Mh.,560.000 TL,26 Ekim 2024,1207190815,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,240.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Bolu,Mengen,Köprübaşı Köyü,685.000 TL,26 Ekim 2024,1207190096,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,188.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Gaziantep,Şehitkamil,Karacaahmet Mh.,560.000 TL,26 Ekim 2024,1207190815,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,240.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Çankaya,Erzurum Mah.,480.000 TL,26 Ekim 2024,1207190288,Fiat,Egea,1.3 Multijet Easy,2016,Dizel,Manuel,İkinci El,255.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Esenyurt,Akçaburgaz Mh.,465.000 TL,26 Ekim 2024,1207190446,Fiat,Linea,1.3 Multijet Active Plus,2013,Dizel,Manuel,İkinci El,149.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gümüş Gri,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Ankara,Yenimahalle,Yeni Batı Mh.,581.000 TL,26 Ekim 2024,1207188713,Fiat,Egea,1.3 Multijet Easy,2017,Dizel,Manuel,İkinci El,216.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kocaeli,Gebze,Mustafapaşa Mh.,195.000 TL,26 Ekim 2024,1207189767,Fiat,Brava,1.6 SX,2000,Benzin & LPG,Manuel,İkinci El,300.000,Hatchback 5 kapı,103 hp,1581 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Bağcılar,100. Yıl Mh.,610.000 TL,26 Ekim 2024,1207185656,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,174.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Aydın,Efeler,Zeybek Mah.,725.000 TL,26 Ekim 2024,1178580975,Fiat,Egea,1.4 Fire Easy Stil,2020,Benzin & LPG,Manuel,İkinci El,34.752,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Çankırı,Kızılırmak,Osmanlı Mh.,225.000 TL,26 Ekim 2024,1191090714,Fiat,UNO,70 S,2000,Benzin & LPG,Manuel,İkinci El,272.400,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kayseri,Bünyan,Yakutiye Mh.,428.000 TL,26 Ekim 2024,1185275312,Fiat,Linea,1.3 Multijet Active Plus,2012,Dizel,Manuel,İkinci El,242.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Kartal,Soğanlık Yeni Mh.,1.204.000 TL,26 Ekim 2024,1200176861,Fiat,Egea,1.6 Multijet Lounge,2023,Dizel,Otomatik,İkinci El,56.407,Sedan,130 hp,1598 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Yetkili Bayiden,Evet
Kahramanmaraş,Dulkadiroğlu,Kanuni Mah.,550.000 TL,26 Ekim 2024,1207187770,Fiat,Egea,1.4 Fire Urban,2016,Benzin,Manuel,İkinci El,62.500,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Evet,Evet,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kırıkkale,Merkez,Kaletepe Mah.,310.000 TL,26 Ekim 2024,1207185042,Fiat,Brava,1.6 SX,2000,Benzin & LPG,Manuel,İkinci El,227.000,Hatchback 5 kapı,103 hp,1581 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kastamonu,Merkez,Candaroğulları Mh.,318.750 TL,26 Ekim 2024,1122099559,Fiat,Palio,1.4 EL,2001,Benzin & LPG,Manuel,İkinci El,214.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kastamonu,Merkez,Candaroğulları Mh.,544.750 TL,26 Ekim 2024,1132488661,Fiat,Linea,1.3 Multijet Urban,2014,Dizel,Manuel,İkinci El,164.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Erzurum,Palandöken,Adnan Menderes Mah.,297.500 TL,26 Ekim 2024,1207188284,Fiat,Palio,1.2 EL,2004,Benzin & LPG,Manuel,İkinci El,224.000,Hatchback 5 kapı,80 hp,1242 cc,Önden Çekiş,Bordo,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Tekirdağ,Saray,Atatürk Mh.,390.000 TL,26 Ekim 2024,1195676777,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,399.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Manisa,Yunusemre,Yeni Mahalle Mah.,630.000 TL,26 Ekim 2024,1207185076,Fiat,500 Ailesi,500L 1.3 Mjet PopStar,2013,Dizel,Manuel,İkinci El,173.000,MPV,85 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Sancaktepe,Eyüp Sultan Mh.,329.900 TL,26 Ekim 2024,1173353355,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,782.000,Sedan,95 hp,1248 cc,Önden Çekiş,Sarı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Üsküdar,Kısıklı Mh.,739.500 TL,26 Ekim 2024,1207187383,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,61.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Kocaeli,Gölcük,Çiftlik Mh.,675.000 TL,26 Ekim 2024,1207183591,Fiat,Egea,1.4 Fire Easy,2019,Benzin & LPG,Manuel,İkinci El,117.665,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Mersin,Tarsus,Karsavran Mh.,550.000 TL,26 Ekim 2024,1207186191,Fiat,Linea,1.3 Multijet Active Plus,2014,Dizel,Manuel,İkinci El,106.050,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Balıkesir,Karesi,Kuva-İ Milliye Mh.,238.000 TL,26 Ekim 2024,1177519056,Fiat,Marea,1.6 SX,2000,Benzin & LPG,Manuel,İkinci El,230.000,Sedan,103 hp,1596 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Adıyaman,Merkez,Sümerevler Mh.,285.000 TL,26 Ekim 2024,1207187621,Fiat,Punto,Grande 1.3 Multijet Active,2007,Dizel,Manuel,İkinci El,315.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Mavi,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Hayır
Nevşehir,Merkez,Mehmet Akif Ersoy Mh.,213.500 TL,26 Ekim 2024,1193226899,Fiat,UNO,1.4 ie SX,1998,Benzin,Manuel,İkinci El,350.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Samsun,Bafra,Fevzi Çakmak Mh.,305.000 TL,26 Ekim 2024,1207188024,Fiat,Palio,1.2 Go,2004,Benzin & LPG,Manuel,İkinci El,260.000,Hatchback 5 kapı,80 hp,1242 cc,Önden Çekiş,Turuncu,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İzmir,Aliağa,Yeni Mah.,145.000 TL,26 Ekim 2024,1207180560,Fiat,Tempra,1.6 SX,1993,Benzin & LPG,Manuel,İkinci El,88.000,Sedan,78 hp,1581 cc,Önden Çekiş,Siyah,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Nevşehir,Merkez,2000 Evler Mah.,162.500 TL,26 Ekim 2024,1199166375,Fiat,UNO,70 S,1995,Benzin & LPG,Manuel,İkinci El,380.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İzmir,Buca,Çamlıpınar Mh.,440.000 TL,26 Ekim 2024,1207184985,Fiat,Punto,EVO 1.4 Active,2010,Benzin,Manuel,İkinci El,137.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
